date_production,site,ligne_production,type_piece,ordre_fabrication,quantite_produite,quantite_conforme,quantite_non_conforme,temps_cycle_min,delai_prevu_jours,delai_reel_jours,statut_livraison,type_anomalie,gravite_anomalie,cout_non_qualite,operateur_equipe,shift,taux_disponibilite_machine,temperature_machine,vibration_machine
2024-01-08,Casablanca,Ligne A330,Panneau fuselage,OF-2025-001567,71,70,1,54.4,10,10,À l'heure,Panne machine,Majeure,786.99,Équipe Charlie,Matin,0.7865,76.5,3.69
2024-01-08,Casablanca,Ligne A350,Porte avion,OF-2024-009792,70,63,7,56.8,5,5,À l'heure,Défaut dimensionnel,Critique,2611.27,Équipe Alpha,Après-midi,0.9411,67.5,0.8
2024-01-08,Casablanca,Ligne A350,Porte avion,OF-2025-001093,55,50,5,75.36,8,9,En retard,Panne machine,Critique,2046.81,Équipe Charlie,Après-midi,0.7569,53.96,3.16
2024-01-09,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2025-011663,68,61,7,31.75,5,5,À l'heure,Non-conformité matière,Mineure,1624.52,Équipe Delta,Nuit,0.9898,72.81,2.47
2024-01-09,Casablanca,Ligne A320,Cadre structure,OF-2025-010279,58,54,4,33.99,8,13,En retard,Contrôle qualité bloquant,Majeure,2161.45,Équipe Charlie,Matin,0.9253,69.82,1.94
2024-01-09,Casablanca,Ligne A350,Cadre structure,OF-2024-005326,49,49,0,53.03,7,6,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9317,64.64,3.44
2024-01-09,Rochefort,Ligne Assemblage Cabine,Plancher cabine,OF-2024-001106,70,69,1,40.71,9,9,À l'heure,Retouche peinture,Majeure,777.53,Équipe Alpha,Matin,0.8975,65.99,1.76
2024-01-09,Rochefort,Ligne A350,Plancher cabine,OF-2025-000439,59,54,5,37.99,10,13,En retard,Défaut dimensionnel,Majeure,2091.21,Équipe Alpha,Après-midi,0.9909,81.71,2.21
2024-01-09,Rochefort,Ligne Composite,Cadre structure,OF-2025-008983,54,49,5,45.61,6,6,À l'heure,Écart documentaire,Mineure,1370.57,Équipe Alpha,Matin,0.8802,67.5,2.78
2024-01-09,Casablanca,Ligne A330,Porte avion,OF-2025-011335,69,63,6,67.64,10,13,En retard,Défaut assemblage,Majeure,2445.6,Équipe Bravo,Après-midi,0.9352,67.71,1.96
2024-01-09,Casablanca,Ligne A350,Porte avion,OF-2024-009236,65,61,4,67.38,10,10,À l'heure,Retouche peinture,Majeure,1813.79,Équipe Alpha,Matin,0.995,72.15,1.46
2024-01-09,Casablanca,Ligne A320,Cadre structure,OF-2025-007227,61,59,2,44.43,4,7,En retard,Retouche peinture,Mineure,615.65,Équipe Charlie,Après-midi,0.9284,67.99,2.21
2024-01-09,Montoir-de-Bretagne,Ligne Composite,Porte avion,OF-2024-000236,72,68,4,79.31,11,14,En retard,Panne machine,Majeure,1416.44,Équipe Delta,Matin,0.8666,68.21,4.2
2024-01-09,Casablanca,Ligne Composite,Cadre structure,OF-2024-008802,69,67,2,61.14,2,2,À l'heure,Défaut dimensionnel,Mineure,848.32,Équipe Delta,Après-midi,0.951,56.64,2.34
2024-01-09,Rochefort,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-006472,73,69,4,61.71,8,11,En retard,Contrôle qualité bloquant,Critique,2663.68,Équipe Delta,Après-midi,0.9253,64.93,2.0
2024-01-09,Casablanca,Ligne A330,Plancher cabine,OF-2025-000015,76,76,0,47.91,8,8,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Après-midi,0.8617,73.69,1.44
2024-01-09,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-009674,53,45,8,40.6,6,9,En retard,Contrôle qualité bloquant,Majeure,3161.2,Équipe Alpha,Après-midi,0.8757,52.94,2.0
2024-01-10,Casablanca,Ligne A330,Sous-ensemble composite,OF-2025-010677,55,54,1,40.74,3,2,À l'heure,Défaut dimensionnel,Majeure,773.67,Équipe Alpha,Matin,0.995,79.78,2.98
2024-01-10,Casablanca,Ligne A330,Plancher cabine,OF-2024-009766,52,52,0,30.28,7,7,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Matin,0.8841,65.96,1.75
2024-01-10,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-000184,55,53,2,62.92,6,7,En retard,Défaut dimensionnel,Critique,1538.36,Équipe Bravo,Après-midi,0.813,58.65,1.87
2024-01-10,Rochefort,Ligne Assemblage Cabine,Plancher cabine,OF-2024-010812,54,54,0,19.74,9,8,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9206,64.47,1.84
2024-01-10,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2024-003028,63,58,5,61.49,7,7,À l'heure,Défaut assemblage,Majeure,2078.03,Équipe Delta,Matin,0.9683,64.99,1.69
2024-01-10,Casablanca,Ligne A330,Cadre structure,OF-2024-010572,57,53,4,70.36,3,3,À l'heure,Défaut dimensionnel,Mineure,1605.02,Équipe Bravo,Nuit,0.994,71.33,3.24
2024-01-10,Montoir-de-Bretagne,Ligne Assemblage Cabine,Plancher cabine,OF-2024-002888,53,50,3,39.03,8,7,À l'heure,Retouche peinture,Majeure,1334.7,Équipe Bravo,Nuit,0.8989,67.93,3.22
2024-01-10,Rochefort,Ligne A350,Plancher cabine,OF-2024-005768,67,66,1,27.16,9,9,À l'heure,Défaut assemblage,Mineure,490.16,Équipe Delta,Matin,0.995,82.8,2.03
2024-01-10,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-008760,78,71,7,51.76,11,13,En retard,Écart documentaire,Mineure,1610.11,Équipe Charlie,Nuit,0.9372,64.04,2.23
2024-01-10,Rochefort,Ligne A330,Panneau fuselage,OF-2024-003360,65,62,3,43.55,7,6,À l'heure,Défaut assemblage,Mineure,1473.54,Équipe Bravo,Matin,0.905,72.18,2.74
2024-01-10,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2025-010705,54,53,1,28.82,10,10,À l'heure,Écart documentaire,Critique,1163.28,Équipe Charlie,Après-midi,0.799,69.08,2.7
2024-01-10,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-005760,88,86,2,61.87,6,12,En retard,Contrôle qualité bloquant,Majeure,1046.85,Équipe Alpha,Après-midi,0.9394,69.44,2.13
2024-01-10,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2024-009552,57,56,1,59.03,3,3,À l'heure,Défaut assemblage,Mineure,455.14,Équipe Bravo,Nuit,0.995,52.48,2.89
2024-01-11,Casablanca,Ligne A350,Cadre structure,OF-2025-006689,63,60,3,51.33,3,3,À l'heure,Non-conformité matière,Majeure,1673.08,Équipe Delta,Matin,0.845,69.73,1.74
2024-01-11,Rochefort,Ligne A330,Cadre structure,OF-2024-006750,49,45,4,33.26,2,2,À l'heure,Retouche peinture,Majeure,1547.89,Équipe Alpha,Après-midi,0.8468,71.28,1.54
2024-01-11,Montoir-de-Bretagne,Ligne Composite,Plancher cabine,OF-2024-003342,63,54,9,49.07,3,7,En retard,Non-conformité matière,Mineure,2989.48,Équipe Bravo,Matin,0.87,80.92,2.85
2024-01-11,Casablanca,Ligne A330,Porte avion,OF-2025-003495,57,53,4,55.03,3,3,À l'heure,Retouche peinture,Majeure,1437.79,Équipe Alpha,Nuit,0.7983,76.77,2.18
2024-01-11,Montoir-de-Bretagne,Ligne A350,Cadre structure,OF-2025-005213,60,52,8,48.15,9,9,À l'heure,Contrôle qualité bloquant,Majeure,1353.7,Équipe Delta,Matin,0.7858,75.22,2.84
2024-01-11,Montoir-de-Bretagne,Ligne A350,Porte avion,OF-2025-008233,79,70,9,62.46,7,12,En retard,Retouche peinture,Mineure,3818.22,Équipe Bravo,Après-midi,0.9379,67.02,3.14
2024-01-11,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2024-007786,70,70,0,51.53,6,5,À l'heure,Retouche peinture,Majeure,430.0,Équipe Delta,Nuit,0.899,62.13,2.46
2024-01-11,Casablanca,Ligne A320,Cadre structure,OF-2025-005275,77,71,6,40.42,4,7,En retard,Panne machine,Critique,2867.92,Équipe Charlie,Matin,0.7748,81.58,3.08
2024-01-11,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-001422,80,80,0,41.93,4,3,À l'heure,Écart documentaire,Majeure,430.0,Équipe Delta,Après-midi,0.8801,74.49,1.59
2024-01-11,Rochefort,Ligne A320,Sous-ensemble composite,OF-2025-005433,48,43,5,46.29,8,8,À l'heure,Défaut dimensionnel,Mineure,1455.43,Équipe Delta,Matin,0.9713,74.6,2.91
2024-01-11,Casablanca,Ligne A320,Panneau fuselage,OF-2025-006271,58,58,0,53.92,9,8,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Matin,0.9508,76.09,3.22
2024-01-11,Casablanca,Ligne A350,Porte avion,OF-2024-011372,54,49,5,73.78,4,4,À l'heure,Défaut dimensionnel,Majeure,1855.56,Équipe Delta,Après-midi,0.9703,69.15,2.45
2024-01-11,Casablanca,Ligne A330,Sous-ensemble composite,OF-2025-007643,66,60,6,64.99,7,12,En retard,Panne machine,Majeure,2592.74,Équipe Alpha,Matin,0.7762,78.88,2.89
2024-01-11,Rochefort,Ligne Composite,Panneau fuselage,OF-2025-001147,67,63,4,73.71,9,14,En retard,Contrôle qualité bloquant,Critique,2133.01,Équipe Bravo,Matin,0.9008,72.96,2.24
2024-01-11,Casablanca,Ligne Composite,Cadre structure,OF-2025-005709,65,65,0,58.46,2,3,En retard,Aucune,Aucune,0.0,Équipe Charlie,Matin,0.8998,76.27,2.29
2024-01-11,Casablanca,Ligne Composite,Cadre structure,OF-2025-010077,58,53,5,63.17,10,10,À l'heure,Écart documentaire,Majeure,2515.3,Équipe Alpha,Après-midi,0.9024,70.94,2.16
2024-01-11,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2024-010008,55,52,3,56.24,4,10,En retard,Défaut dimensionnel,Majeure,1555.71,Équipe Alpha,Matin,0.8893,65.3,2.91
2024-01-11,Casablanca,Ligne Composite,Plancher cabine,OF-2025-008699,70,62,8,45.38,5,7,En retard,Défaut dimensionnel,Majeure,2676.28,Équipe Alpha,Après-midi,0.911,74.42,2.39
2024-01-11,Casablanca,Ligne A350,Cadre structure,OF-2024-003066,72,67,5,60.6,10,10,À l'heure,Contrôle qualité bloquant,Majeure,1997.28,Équipe Charlie,Nuit,0.845,61.15,2.26
2024-01-11,Montoir-de-Bretagne,Ligne Assemblage Cabine,Plancher cabine,OF-2024-007078,73,71,2,23.99,10,13,En retard,Défaut dimensionnel,Mineure,844.98,Équipe Charlie,Matin,0.9745,51.9,3.36
2024-01-11,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-003481,62,60,2,48.85,9,9,À l'heure,Non-conformité matière,Majeure,865.44,Équipe Alpha,Après-midi,0.8963,54.97,2.61
2024-01-11,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2024-000508,52,49,3,61.8,3,3,À l'heure,Défaut dimensionnel,Mineure,742.73,Équipe Delta,Matin,0.9353,68.14,2.41
2024-01-12,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-001322,73,67,6,48.7,4,4,À l'heure,Défaut dimensionnel,Majeure,2372.62,Équipe Charlie,Matin,0.9038,63.23,1.51
2024-01-12,Rochefort,Ligne Assemblage Cabine,Porte avion,OF-2025-002609,59,56,3,55.47,10,10,À l'heure,Contrôle qualité bloquant,Majeure,1206.69,Équipe Delta,Matin,0.9212,69.06,2.12
2024-01-12,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2025-001125,80,72,8,65.11,6,12,En retard,Contrôle qualité bloquant,Majeure,2947.09,Équipe Delta,Après-midi,0.9063,57.47,2.17
2024-01-12,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2025-010963,76,72,4,47.0,9,9,À l'heure,Défaut assemblage,Mineure,1302.93,Équipe Alpha,Après-midi,0.9337,69.58,2.64
2024-01-12,Rochefort,Ligne A350,Panneau fuselage,OF-2024-005192,45,43,2,59.26,10,10,À l'heure,Écart documentaire,Majeure,755.1,Équipe Bravo,Nuit,0.8871,63.47,2.27
2024-01-12,Casablanca,Ligne A320,Panneau fuselage,OF-2025-003221,62,57,5,52.68,10,10,À l'heure,Défaut assemblage,Majeure,1815.79,Équipe Alpha,Matin,0.937,69.59,2.76
2024-01-12,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2025-011187,67,62,5,50.8,7,7,À l'heure,Retouche peinture,Mineure,2677.13,Équipe Charlie,Après-midi,0.919,66.03,2.45
2024-01-12,Casablanca,Ligne A350,Plancher cabine,OF-2024-002496,64,63,1,60.19,5,5,À l'heure,Retouche peinture,Majeure,591.64,Équipe Bravo,Après-midi,0.995,66.95,3.56
2024-01-12,Casablanca,Ligne A330,Plancher cabine,OF-2025-005163,68,66,2,41.09,2,5,En retard,Retouche peinture,Majeure,1250.41,Équipe Bravo,Après-midi,0.9024,66.1,2.09
2024-01-12,Rochefort,Ligne A320,Plancher cabine,OF-2024-004882,51,51,0,42.83,7,7,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Matin,0.9142,80.38,2.3
2024-01-12,Rochefort,Ligne Composite,Plancher cabine,OF-2025-000351,77,77,0,46.83,3,6,En retard,Aucune,Aucune,0.0,Équipe Bravo,Après-midi,0.9361,73.43,2.73
2024-01-12,Casablanca,Ligne A330,Cadre structure,OF-2024-004378,72,68,4,56.99,7,7,À l'heure,Écart documentaire,Mineure,1466.95,Équipe Alpha,Matin,0.995,62.34,3.19
2024-01-12,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2025-007999,67,61,6,45.38,9,9,À l'heure,Retouche peinture,Majeure,2345.59,Équipe Delta,Matin,0.9238,73.94,1.87
2024-01-12,Casablanca,Ligne A320,Cadre structure,OF-2024-003524,54,54,0,55.42,9,9,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Après-midi,0.9136,58.74,2.83
2024-01-12,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-010274,77,70,7,58.78,10,10,À l'heure,Écart documentaire,Critique,3609.32,Équipe Charlie,Matin,0.9452,54.44,1.48
2024-01-12,Casablanca,Ligne A330,Plancher cabine,OF-2024-004608,61,56,5,55.19,2,2,À l'heure,Panne machine,Critique,2099.38,Équipe Delta,Après-midi,0.8589,60.39,2.94
2024-01-12,Casablanca,Ligne Composite,Plancher cabine,OF-2025-000959,50,45,5,49.57,9,9,À l'heure,Défaut dimensionnel,Majeure,1819.02,Équipe Delta,Nuit,0.8874,76.29,2.82
2024-01-12,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-009198,53,53,0,38.19,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.8703,73.75,1.91
2024-01-12,Rochefort,Ligne A320,Sous-ensemble composite,OF-2025-003581,39,36,3,52.4,6,6,À l'heure,Non-conformité matière,Mineure,1327.53,Équipe Bravo,Nuit,0.9494,63.49,3.14
2024-01-12,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2024-004646,69,65,4,40.44,8,12,En retard,Défaut assemblage,Mineure,1317.16,Équipe Alpha,Après-midi,0.9522,64.77,1.37
2024-01-13,Rochefort,Ligne A330,Panneau fuselage,OF-2024-011658,67,62,5,59.24,5,5,À l'heure,Défaut dimensionnel,Mineure,1577.87,Équipe Delta,Matin,0.9378,72.99,2.21
2024-01-13,Casablanca,Ligne A330,Sous-ensemble composite,OF-2025-005405,46,44,2,64.35,3,7,En retard,Panne machine,Majeure,1015.17,Équipe Delta,Matin,0.7602,89.21,2.09
2024-01-13,Rochefort,Ligne A350,Sous-ensemble composite,OF-2024-010602,64,60,4,65.23,6,6,À l'heure,Écart documentaire,Mineure,1209.0,Équipe Bravo,Nuit,0.8421,62.96,2.72
2024-01-13,Rochefort,Ligne A350,Panneau fuselage,OF-2025-008979,48,48,0,55.26,7,9,En retard,Aucune,Aucune,0.0,Équipe Delta,Matin,0.9277,68.16,3.16
2024-01-13,Casablanca,Ligne Composite,Plancher cabine,OF-2025-007423,68,67,1,44.64,11,15,En retard,Défaut dimensionnel,Majeure,781.35,Équipe Delta,Après-midi,0.9758,55.25,3.68
2024-01-13,Casablanca,Ligne Composite,Plancher cabine,OF-2025-002053,72,67,5,45.93,5,5,À l'heure,Retouche peinture,Majeure,1923.05,Équipe Charlie,Nuit,0.9522,61.14,3.58
2024-01-13,Casablanca,Ligne A350,Plancher cabine,OF-2025-008923,74,71,3,44.64,2,2,À l'heure,Défaut assemblage,Mineure,1118.57,Équipe Bravo,Matin,0.906,64.09,3.53
2024-01-13,Casablanca,Ligne Composite,Porte avion,OF-2024-004084,48,47,1,72.4,10,16,En retard,Retouche peinture,Critique,1278.05,Équipe Bravo,Après-midi,0.9467,67.43,2.52
2024-01-13,Casablanca,Ligne A320,Plancher cabine,OF-2024-007392,67,65,2,42.76,7,10,En retard,Défaut dimensionnel,Majeure,1074.91,Équipe Delta,Nuit,0.9346,70.95,2.74
2024-01-13,Rochefort,Ligne A320,Panneau fuselage,OF-2024-006116,76,74,2,48.86,5,5,À l'heure,Défaut assemblage,Critique,1476.7,Équipe Bravo,Matin,0.9427,77.85,2.51
2024-01-13,Montoir-de-Bretagne,Ligne A350,Sous-ensemble composite,OF-2024-001956,62,60,2,64.6,5,7,En retard,Écart documentaire,Mineure,744.26,Équipe Bravo,Matin,0.9494,79.15,2.98
2024-01-13,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2024-005036,55,52,3,45.06,10,15,En retard,Non-conformité matière,Mineure,1244.76,Équipe Bravo,Après-midi,0.935,64.58,2.33
2024-01-13,Rochefort,Ligne A330,Cadre structure,OF-2024-006346,48,45,3,62.83,7,6,À l'heure,Défaut assemblage,Majeure,1149.23,Équipe Delta,Nuit,0.9066,63.3,3.09
2024-01-13,Casablanca,Ligne A350,Plancher cabine,OF-2024-007092,78,72,6,49.67,7,7,À l'heure,Non-conformité matière,Majeure,2870.05,Équipe Delta,Matin,0.8898,58.73,3.58
2024-01-13,Casablanca,Ligne Composite,Plancher cabine,OF-2025-003127,67,61,6,33.82,6,6,À l'heure,Contrôle qualité bloquant,Majeure,2953.15,Équipe Bravo,Nuit,0.9459,,1.82
2024-01-13,Casablanca,Ligne A320,Porte avion,OF-2025-010423,58,57,1,57.02,10,10,À l'heure,Défaut dimensionnel,Mineure,427.86,Équipe Alpha,Nuit,0.8998,72.34,2.36
2024-01-13,Casablanca,Ligne A330,Cadre structure,OF-2025-005885,75,74,1,53.53,6,9,En retard,Écart documentaire,Majeure,807.14,Équipe Charlie,Matin,0.9644,65.69,1.65
2024-01-14,Rochefort,Ligne A330,Panneau fuselage,OF-2025-006093,70,67,3,53.96,2,2,À l'heure,Non-conformité matière,Mineure,1204.07,Équipe Bravo,Après-midi,0.9893,73.92,2.69
2024-01-14,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2025-009203,45,45,0,23.83,5,4,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Matin,0.87,72.04,2.99
2024-01-14,Rochefort,Ligne A320,Panneau fuselage,OF-2024-010198,79,78,1,33.44,9,9,À l'heure,Non-conformité matière,Mineure,354.68,Équipe Alpha,Après-midi,0.9496,80.62,1.8
2024-01-14,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2024-011116,73,67,6,52.45,2,2,À l'heure,Panne machine,Majeure,1675.49,Équipe Bravo,Matin,0.8952,62.44,3.98
2024-01-14,Casablanca,Ligne A330,Sous-ensemble composite,OF-2025-006203,40,35,5,58.63,3,7,En retard,Défaut assemblage,Mineure,1948.12,Équipe Alpha,Matin,0.9543,64.09,2.43
2024-01-14,Casablanca,Ligne A330,Plancher cabine,OF-2025-011501,50,50,0,39.34,8,8,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Après-midi,0.9373,58.68,2.18
2024-01-14,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-011778,68,62,6,67.45,9,9,À l'heure,Défaut assemblage,Mineure,2013.3,Équipe Charlie,Après-midi,0.9466,64.8,2.77
2024-01-14,Rochefort,Ligne A320,Cadre structure,OF-2025-009121,62,61,1,53.11,2,8,En retard,Contrôle qualité bloquant,Critique,1262.72,Équipe Charlie,Après-midi,0.9318,63.01,2.66
2024-01-14,Casablanca,Ligne A320,Cadre structure,OF-2024-002062,50,50,0,36.04,5,5,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Nuit,0.9373,66.07,1.37
2024-01-14,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2024-009088,76,74,2,67.03,3,3,À l'heure,Défaut dimensionnel,Mineure,732.99,Équipe Charlie,Matin,0.9037,60.99,1.73
2024-01-14,Rochefort,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-009027,64,61,3,52.83,6,6,À l'heure,Défaut assemblage,Mineure,1301.55,Équipe Alpha,Après-midi,0.945,55.61,2.76
2024-01-14,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-006800,67,64,3,50.73,9,9,À l'heure,Non-conformité matière,Majeure,1327.42,Équipe Bravo,Matin,0.8852,63.88,2.1
2024-01-14,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-011139,57,56,1,58.98,6,10,En retard,Défaut assemblage,Critique,1277.92,Équipe Bravo,Matin,0.9799,68.13,1.75
2024-01-14,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2025-007633,70,66,4,58.37,10,10,À l'heure,Contrôle qualité bloquant,Majeure,2253.72,Équipe Alpha,Matin,0.9168,60.74,2.06
2024-01-14,Montoir-de-Bretagne,Ligne Assemblage Cabine,Cadre structure,OF-2024-001692,75,74,1,44.46,8,8,À l'heure,Panne machine,Majeure,732.79,Équipe Delta,Matin,0.8164,80.71,3.24
2024-01-14,Casablanca,Ligne Composite,Cadre structure,OF-2025-008701,58,56,2,62.69,7,6,À l'heure,Défaut dimensionnel,Mineure,582.76,Équipe Alpha,Nuit,0.9344,72.57,2.64
2024-01-14,Rochefort,Ligne A330,Porte avion,OF-2024-007120,75,63,12,69.16,8,12,En retard,Retouche peinture,Majeure,2680.72,Équipe Alpha,Matin,0.9398,75.93,3.4
2024-01-14,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-011284,56,55,1,26.13,7,7,À l'heure,Retouche peinture,Mineure,508.89,Équipe Bravo,Après-midi,0.9201,80.01,2.48
2024-01-14,Rochefort,Ligne A320,Plancher cabine,OF-2024-008278,68,67,1,40.64,5,11,En retard,Écart documentaire,Mineure,521.86,Équipe Bravo,Après-midi,0.9936,73.25,2.01
2024-01-14,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2025-010699,67,67,0,41.74,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Matin,0.9869,73.52,0.91
2024-01-15,Casablanca,Ligne A350,Cadre structure,OF-2024-009692,59,50,9,51.63,9,9,À l'heure,Défaut assemblage,Mineure,3666.34,Équipe Bravo,Après-midi,0.995,76.75,2.71
2024-01-15,Casablanca,Ligne A330,Cadre structure,OF-2024-005446,51,50,1,44.42,2,2,À l'heure,Écart documentaire,Majeure,717.06,Équipe Delta,Matin,0.9639,63.67,1.47
2024-01-15,Rochefort,Ligne Composite,Panneau fuselage,OF-2025-004743,69,67,2,61.57,9,9,À l'heure,Défaut dimensionnel,Mineure,779.54,Équipe Charlie,Après-midi,0.8913,54.63,1.95
2024-01-15,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2025-006733,75,70,5,73.04,11,10,À l'heure,Défaut dimensionnel,Critique,2592.03,Équipe Charlie,Matin,0.9508,56.94,2.77
2024-01-15,Rochefort,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-003773,74,70,4,43.27,2,2,À l'heure,Défaut assemblage,Critique,1906.35,Équipe Delta,Matin,0.9367,65.77,1.88
2024-01-15,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-003994,69,62,7,53.06,11,10,À l'heure,Non-conformité matière,Mineure,1185.96,Équipe Alpha,Après-midi,0.8781,62.75,1.87
2024-01-15,Casablanca,Ligne A320,Porte avion,OF-2024-004658,76,69,7,68.18,7,7,À l'heure,Écart documentaire,Mineure,2733.34,Équipe Alpha,Matin,0.9265,60.49,4.24
2024-01-15,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-005054,69,68,1,59.25,11,14,En retard,Défaut assemblage,Majeure,760.4,Équipe Delta,Matin,0.9553,63.98,2.51
2024-01-15,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-003206,85,80,5,52.69,8,8,À l'heure,Écart documentaire,Majeure,1801.77,Équipe Charlie,Matin,0.9333,79.23,2.3
2024-01-15,Casablanca,Ligne A320,Porte avion,OF-2024-004920,74,71,3,49.78,4,4,À l'heure,Panne machine,Critique,1957.34,Équipe Alpha,Matin,0.9196,64.38,4.58
2024-01-15,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2025-000343,49,47,2,68.94,3,4,En retard,Retouche peinture,Mineure,615.56,Équipe Delta,Après-midi,0.8869,65.16,2.06
2024-01-16,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-005384,58,55,3,32.95,5,5,À l'heure,Panne machine,Majeure,1552.37,Équipe Alpha,Nuit,0.8462,70.5,4.71
2024-01-16,Casablanca,Ligne A330,Panneau fuselage,OF-2025-007641,69,66,3,49.92,8,10,En retard,Contrôle qualité bloquant,Majeure,1064.38,Équipe Charlie,Après-midi,0.9101,58.62,2.53
2024-01-16,Casablanca,Ligne Composite,Porte avion,OF-2025-007647,60,57,3,63.81,7,7,À l'heure,Contrôle qualité bloquant,Majeure,1302.2,Équipe Alpha,Matin,0.9583,65.74,2.68
2024-01-16,Montoir-de-Bretagne,Ligne A320,Cadre structure,OF-2025-001395,85,83,2,40.66,10,11,En retard,Non-conformité matière,Mineure,735.53,Équipe Delta,Matin,0.9842,75.84,2.95
2024-01-16,Casablanca,Ligne Composite,Cadre structure,OF-2024-008806,68,58,10,47.81,2,5,En retard,Non-conformité matière,Mineure,2248.88,Équipe Alpha,Matin,0.8612,74.71,2.9
2024-01-16,Rochefort,Ligne A320,Cadre structure,OF-2024-003212,55,54,1,52.08,3,3,À l'heure,Retouche peinture,Mineure,559.24,Équipe Delta,Après-midi,0.9385,65.14,2.28
2024-01-16,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-008019,79,75,4,45.85,3,9,En retard,Retouche peinture,Majeure,1520.4,Équipe Delta,Nuit,0.9128,74.94,2.86
